time_collected,title,description,source,text,sentiment,score
2026-03-04 10:02:50.254631,Getac eyes defense digitalization amid Middle East conflict escalation,The intensifying conflicts in the Middle East are fueling demand for defense digitalization. Getac Holdings chairman James Hwang noted that as countries worldwide increase their defense budgets and adopt new warfare technologies like drones and AI digitalizat…,Digitimes,Getac eyes defense digitalization amid Middle East conflict escalation The intensifying conflicts in the Middle East are fueling demand for defense digitalization. Getac Holdings chairman James Hwang noted that as countries worldwide increase their defense budgets and adopt new warfare technologies like drones and AI digitalizat…,Neutral,0.04545454545454545
2026-03-04 10:02:50.254632,Trump Fires Back at Megyn Kelly and Tucker Carlson Over Their Criticism of Iran Strikes,"President Donald Trump responded to criticism within the MAGA movement over his decision to begin a massive bombing campaign against Iran.
The post Trump Fires Back at Megyn Kelly and Tucker Carlson Over Their Criticism of Iran Strikes first appeared on Media…",Mediaite,"Trump Fires Back at Megyn Kelly and Tucker Carlson Over Their Criticism of Iran Strikes President Donald Trump responded to criticism within the MAGA movement over his decision to begin a massive bombing campaign against Iran.
The post Trump Fires Back at Megyn Kelly and Tucker Carlson Over Their Criticism of Iran Strikes first appeared on Media…",Neutral,0.0625
2026-03-04 10:02:50.254633,Kerala postpones SSLC and Higher Secondary exams in Middle East centres amid unrest,The Government of Kerala has postponed select SSLC (Class 10) and Higher Secondary (Class 12) examinations scheduled in Middle East centres due to escalating unrest in parts of West Asia. Education Minister V. Sivankutty said exams slated between March 5 and …,The Times of India,Kerala postpones SSLC and Higher Secondary exams in Middle East centres amid unrest The Government of Kerala has postponed select SSLC (Class 10) and Higher Secondary (Class 12) examinations scheduled in Middle East centres due to escalating unrest in parts of West Asia. Education Minister V. Sivankutty said exams slated between March 5 and …,Neutral,-0.03214285714285714
2026-03-04 10:02:50.254635,Palash Sen reveals that the first audience to every new composition of his was his baby girl,"Euphoria frontman Palash Sen shares emotional reflections on fatherhood and music, revealing his daughter was the first audience for his compositions. Discover more about his journey as a musician and father.",The Times of India,"Palash Sen reveals that the first audience to every new composition of his was his baby girl Euphoria frontman Palash Sen shares emotional reflections on fatherhood and music, revealing his daughter was the first audience for his compositions. Discover more about his journey as a musician and father.",Positive,0.22727272727272724
2026-03-04 10:02:50.254636,"Iran war: Global inflation expected to pick up, survey shows","Survey shows Iran war may increase global inflation, but economic growth prospects remain largely unaffected for now.",Bloomberg,"Iran war: Global inflation expected to pick up, survey shows Survey shows Iran war may increase global inflation, but economic growth prospects remain largely unaffected for now.",Neutral,0.01
2026-03-04 10:02:50.254637,"A scramble for phones, an unfolding war in Iran and a personal day for Prime Minister Mark Carney","After Canada threw it support behind the U.S. attacks on Iran, Foreign Affairs Minister Anita Anand says it still wants to see a ""diplomatic solution.""",National Post,"A scramble for phones, an unfolding war in Iran and a personal day for Prime Minister Mark Carney After Canada threw it support behind the U.S. attacks on Iran, Foreign Affairs Minister Anita Anand says it still wants to see a ""diplomatic solution.""",Neutral,-0.08125
2026-03-04 10:02:50.254638,Ex-Union Minister K P Unnikrishnan dies at 89,"Elected to the Lok Sabha 6 consecutive times from Vadakara, he served as a Union Minister in the V P Singh Cabinet, holding the portfolios of Surface Transport and Communications during 1989–90",BusinessLine,"Ex-Union Minister K P Unnikrishnan dies at 89 Elected to the Lok Sabha 6 consecutive times from Vadakara, he served as a Union Minister in the V P Singh Cabinet, holding the portfolios of Surface Transport and Communications during 1989–90",Neutral,0.0
2026-03-04 10:02:50.254639,Oil prices steady even as US-Iran conflict continues. Is $100 still on track?,"Oil prices climbed above $70 as escalating US-Iran tensions raised fears of supply disruptions through the Strait of Hormuz. Analysts warn that while momentum remains strong, resistance near $77 could trigger consolidation. Markets are weighing inflation risk…",The Times of India,"Oil prices steady even as US-Iran conflict continues. Is $100 still on track? Oil prices climbed above $70 as escalating US-Iran tensions raised fears of supply disruptions through the Strait of Hormuz. Analysts warn that while momentum remains strong, resistance near $77 could trigger consolidation. Markets are weighing inflation risk…",Positive,0.175
2026-03-04 10:02:50.254641,"NSE, BSE shut today for Holi, global indices under pressure amid rising tensions","On Monday, BSE Sensex fell 1.29% to 80,238.85, while the Nifty 50 declined 1.24% to 24,865",BusinessLine,"NSE, BSE shut today for Holi, global indices under pressure amid rising tensions On Monday, BSE Sensex fell 1.29% to 80,238.85, while the Nifty 50 declined 1.24% to 24,865",Neutral,0.0
2026-03-04 10:02:50.254642,Executive One: When U.S President Richard Nixon Traveled on a Regularly Scheduled Commercial Flight in 1973,"On December 26, 1973, President Richard Nixon, his family, staff, and Secret Service detail flew United Airlines flight 55 from Washington D...",Vintag.es,"Executive One: When U.S President Richard Nixon Traveled on a Regularly Scheduled Commercial Flight in 1973 On December 26, 1973, President Richard Nixon, his family, staff, and Secret Service detail flew United Airlines flight 55 from Washington D...",Negative,-0.13333333333333333
2026-03-04 10:02:50.254643,"Spain condemns US and Israel’s strikes on Iran, denies base use","Spain denies the US use of its military bases for strikes on Iran, condemning what it calls ""unjustified"" intervention.",Israelnationalnews.com,"Spain condemns US and Israel’s strikes on Iran, denies base use Spain denies the US use of its military bases for strikes on Iran, condemning what it calls ""unjustified"" intervention.",Negative,-0.45
2026-03-04 10:02:50.254644,Gulf War to Operation Sindoor: What India's stock market reactions to past geopolitical risks reveal amid US-Iran conflict,"Amidst the backdrop of international political unrest, Indian markets showcase an impressive ability to weather the storm. Recent analyses highlight that it is the long-term macroeconomic trends, rather than fleeting headlines, that shape market outcomes. Wit…",The Times of India,"Gulf War to Operation Sindoor: What India's stock market reactions to past geopolitical risks reveal amid US-Iran conflict Amidst the backdrop of international political unrest, Indian markets showcase an impressive ability to weather the storm. Recent analyses highlight that it is the long-term macroeconomic trends, rather than fleeting headlines, that shape market outcomes. Wit…",Positive,0.15
2026-03-04 10:02:50.254645,Are hummingbirds aggressive towards other hummingbirds?,"Hummingbird Havoc: Are Hummingbirds Aggressive Towards Each Other? Are hummingbirds aggressive towards other hummingbirds? Yes, hummingbirds are notoriously aggressive towards each other, particularly around food sources, displaying territorial behaviors to d…",Lifesciencesworld.com,"Are hummingbirds aggressive towards other hummingbirds? Hummingbird Havoc: Are Hummingbirds Aggressive Towards Each Other? Are hummingbirds aggressive towards other hummingbirds? Yes, hummingbirds are notoriously aggressive towards each other, particularly around food sources, displaying territorial behaviors to d…",Neutral,-0.06666666666666668
2026-03-04 10:02:50.254646,White House Mocks Kesha's Outrage About Use Of Her Song In Military Posting - Deadline,"White House Mocks Kesha's Outrage About Use Of Her Song In Military PostingDeadline Kesha Blasts White House for Using Her Song ‘Blow’ in Video That ‘Makes Light of War’: ‘Disgusting and Inhumane’Variety Kesha Rips White House For Using Her Music, Says Trump …",Slashdot.org,"White House Mocks Kesha's Outrage About Use Of Her Song In Military Posting - Deadline White House Mocks Kesha's Outrage About Use Of Her Song In Military PostingDeadline Kesha Blasts White House for Using Her Song ‘Blow’ in Video That ‘Makes Light of War’: ‘Disgusting and Inhumane’Variety Kesha Rips White House For Using Her Music, Says Trump …",Negative,-0.1888888888888889
